"score","name","website","rating","web tech","scraped email","first name","last name","full name","map link","address","phone","scraped phone numbers","created at","latitude","longitude","google rank","number of reviews","search keywords","contact page link","social media links"
"2","Winsome Bater Farm Pune. (Quails farm)","http://www.winsomefarms.in/","4.7","unknown","contact@winsomefarms.in","contact","","contact","","No 2 keswad Apartment, near kautik hotel, Ram Nagar, Rahatani, Pune, Maharashtra 411018","077750 81818","7775081818, 2152017300","2021-11-24T02:28:04.125252","18.6008443","73.792126","2","15","Egg farms Pune, India","","https://www.instagram.com/winsome_farms, https://www.facebook.com/106385047767565"
"2","Winsome Bater Farm Pune. (Quails farm)","http://www.winsomefarms.in/","4.7","unknown","filler@godaddy.com","filler","","filler","","No 2 keswad Apartment, near kautik hotel, Ram Nagar, Rahatani, Pune, Maharashtra 411018","077750 81818","7775081818, 2152017300","2021-11-24T02:28:04.125252","18.6008443","73.792126","2","15","Egg farms Pune, India","","https://www.instagram.com/winsome_farms, https://www.facebook.com/106385047767565"
"2","Egg shop jaipur","https://jaipureggbazar.com/","3.1","woocommerce","jaipureggbazar@gmail.com","Jai","","Jai","","Malviya Nagar, Jaipur, Rajasthan 322002","092522 24466","1800-889-105, 9828565695, 91-81048655","2021-11-24T02:27:56.552489","26.8501519","75.8210173","10","7","Egg farms Jaipur, India","https://jaipureggbazar.com/contact-us/",""
"2","Pasumai Naatu Kozhi","https://www.pasumainaatukozhi.com/","5","wix","pasumainaatukozhi@gmail.com","pasumainaatukozhi","","pasumainaatukozhi","","11/15, Khanmiyan Pasllivasal street","095665 68319","9566568319","2021-11-24T02:27:59.730490","10.8101916","78.6956556","10","5","Egg farms Tiruchirappalli, India","","https://youtube.com/channel/UCPsCc79fYyksSQy3sLI7YXQ, https://www.instagram.com/pasumai_naatu_kozhi, https://www.facebook.com/pasumai.naatukozhi.3, https://www.instagram.com/pasumai_naatu_kozhi/, https://twitter.com/NaatuKozhi"
"2","A N Enterprises","https://a-n-enterprises.ueniweb.com/","1","unknown","anentp@outlook.com","Ane","","Ane","","Kalyan - Shilphata Rd, Mumbai, Maharashtra 421301","","","2021-11-24T02:27:58.754124","19.228380200000004","73.1229299","20","1","Egg farms Ulhasnagar, India","https://a-n-enterprises.ueniweb.com/#contact_us","https://www.facebook.com/share.php?u=https%3A%2F%2Fa-n-enterprises.ueniweb.com&title=A+N+Enterprises, https://www.facebook.com/share.php"
"2","Trichy Go Fresh","http://www.trichygofresh.in/","4.6","woocommerce","trichygofresh@gmail.com","trichygofresh","","trichygofresh","","30 Vasantham Nagar Extension, Postal colony, Tamil Nadu 620008","098948 42739","+91 9894842739","2021-11-24T02:27:59.732830","10.8186223","78.70575529999999","13","35","Egg farms Tiruchirappalli, India","https://trichygofresh.in/contact-us/",""
"2","SamAirA foods Desi Chicken Farm","http://samairafoods.in/","5","unknown","info@samairafoods.in","info","","info","","G2QG 8JR , Isapur Khera, Dwarka, Delhi","","09891529191","2021-11-24T02:27:58.744686","28.538359","77.0265282","10","1","Chicken hatchery Gurgaon, India","",""
"2","Fresh Village - ohofoods Agro","http://ohofoods.in/","4.4","woocommerce","admin@ohofoods.in","admin","","admin","","418","","91 90252 846, +91 90 252 84 612","2021-11-24T02:28:08.042931","10.949289199999999","79.3793378","13","5","Egg farms Kumbakonam, India","","https://twitter.com/FoodsOho, http://twitter.com/FoodsOho, https://www.facebook.com/ohofoods.in/, http://facebook.com/ohofoods.in, @FoodsOho"
"2","Fresh Village - ohofoods Agro","http://ohofoods.in/","4.4","woocommerce","ohofoodsindia@gmail.com","ohofoodsindia","","ohofoodsindia","","418","","91 90252 846, +91 90 252 84 612","2021-11-24T02:28:08.042931","10.949289199999999","79.3793378","13","5","Egg farms Kumbakonam, India","","https://twitter.com/FoodsOho, http://twitter.com/FoodsOho, https://www.facebook.com/ohofoods.in/, http://facebook.com/ohofoods.in, @FoodsOho"
"2","Pasumai Naatu Kozhi","https://www.pasumainaatukozhi.com/","5","wix","pasumainaatukozhi@gmail.com","pasumainaatukozhi","","pasumainaatukozhi","","11/15, Khanmiyan Pasllivasal street","095665 68319","9566568319","2021-11-24T02:28:04.319020","10.8101916","78.6956556","8","5","Chicken hatchery Tiruchirappalli, India","","https://www.facebook.com/pasumai.naatukozhi.3, https://www.instagram.com/pasumai_naatu_kozhi/, https://www.instagram.com/pasumai_naatu_kozhi, https://youtube.com/channel/UCPsCc79fYyksSQy3sLI7YXQ, https://twitter.com/NaatuKozhi"
"2","FarmFreshPicks Meat Stall","http://www.farmfreshpicks.com/","3.3","woocommerce","trichyfarmfresh@gmail.com","trichyfarmfresh","","trichyfarmfresh","","60","063858 56935","6385856935, 8825452535, +91 63858 56935, +91 88254 52535","2021-11-24T02:28:04.321135","10.8531401","78.7006976","15","3","Chicken hatchery Tiruchirappalli, India","",""
"2","Madina Poultry Farm","http://www.farm.com/","5","woocommerce","sergio@documenu.com","Sergio","","Sergio","","MDR 34W, Banwaripur, Uttar Pradesh 250502","","","2021-11-24T02:27:56.548443","29.0500556","77.52263049999999","20","1","Egg farms Meerut, India","http://www.farm.com/contact-us/","https://www.youtube.com/channel/UCSnmQSc8QkMdOoMa-8Hbgdg, https://www.instagram.com/greenenvysupply/, https://www.pinterest.com/greenenvysupply/, https://twitter.com/greenenvysupply?lang=en, @greenenvysupply, https://pinterest.com/pin/create/button/?url=https://farm.com/cleaning-boldt-bags-how-to-clean-the-inside-of-a-boldt-bags/&media=https://farm.com/wp-includes/images/media/default.png, https://pinterest.com/pin/create/button/?url=https://farm.com/cannabis-flowering-stages-how-to-tell-if-your-weed-is-ready/&media=https://farm.com/wp-content/uploads/2021/10/gras-grun-a1uuc_67now-unsplash-scaled.jpg, https://www.facebook.com/GreenEnvySupply/, https://pinterest.com/pin/create/button/?url=https://farm.com/can-you-grow-cloned-hydro-to-dirt-what-is-hydro-clone/&media=https://farm.com/wp-content/uploads/2021/10/growing-cannabis-indoors-hemp-cultivation-techniqu-LRANGJY-2.jpg, https://pinterest.com/pin/create/button/?url=https://farm.com/clone-vs-seeds-what-grows-the-best-weed-and-why/&media=https://farm.com/wp-content/uploads/2021/10/ryan-lange-Qj2qE-H7A2s-unsplash-scaled.jpg"
"2","Madina Poultry Farm","http://www.farm.com/","5","woocommerce","support@farm.com","support","","support","","MDR 34W, Banwaripur, Uttar Pradesh 250502","","","2021-11-24T02:27:56.548443","29.0500556","77.52263049999999","20","1","Egg farms Meerut, India","http://www.farm.com/contact-us/","https://www.youtube.com/channel/UCSnmQSc8QkMdOoMa-8Hbgdg, https://www.instagram.com/greenenvysupply/, https://www.pinterest.com/greenenvysupply/, https://twitter.com/greenenvysupply?lang=en, @greenenvysupply, https://pinterest.com/pin/create/button/?url=https://farm.com/cleaning-boldt-bags-how-to-clean-the-inside-of-a-boldt-bags/&media=https://farm.com/wp-includes/images/media/default.png, https://pinterest.com/pin/create/button/?url=https://farm.com/cannabis-flowering-stages-how-to-tell-if-your-weed-is-ready/&media=https://farm.com/wp-content/uploads/2021/10/gras-grun-a1uuc_67now-unsplash-scaled.jpg, https://www.facebook.com/GreenEnvySupply/, https://pinterest.com/pin/create/button/?url=https://farm.com/can-you-grow-cloned-hydro-to-dirt-what-is-hydro-clone/&media=https://farm.com/wp-content/uploads/2021/10/growing-cannabis-indoors-hemp-cultivation-techniqu-LRANGJY-2.jpg, https://pinterest.com/pin/create/button/?url=https://farm.com/clone-vs-seeds-what-grows-the-best-weed-and-why/&media=https://farm.com/wp-content/uploads/2021/10/ryan-lange-Qj2qE-H7A2s-unsplash-scaled.jpg"
"2","Udaya Agro Farm","http://www.udayaagro.com/","4.7","woocommerce","salesdesk@udayaagrofarm.com","Sales","Desk","Sales Desk","","62","082207 07230","+91 8220707230, +918220707230","2021-11-24T02:28:08.042856","10.9646674","79.3904174","12","10","Egg farms Kumbakonam, India","https://udayaagro.com/contact-us/","https://www.facebook.com/Udaya-Agro-1214571072047748, https://www.instagram.com/UdayaAgro, @UdayaAgro, https://twitter.com/UdayaAgro"
"2","The Way We Were","http://waywewere.net/","","woocommerce","care@waywewere.net","care","","care","","","0120 457 0580","+91 120 4570580, 91-99901430, 2019120900, 2019121710, 2019121311, 9873001696, 2019121204, 91-98730016","2021-11-24T02:28:00.472070","28.5316554","77.4075744","10","","Egg farms Noida, India","https://waywewere.net/contact-us/","https://www.youtube.com/channel/UCzZaavrMrVZkOPEsTxMAzbw, https://www.facebook.com/TheWayWeWereA2Milk/, https://www.instagram.com/thewaywewerea2milk/"
"2","The Way We Were","http://waywewere.net/","","woocommerce","info@thewaywewere.in","info","","info","","","0120 457 0580","+91 120 4570580, 91-99901430, 2019120900, 2019121710, 2019121311, 9873001696, 2019121204, 91-98730016","2021-11-24T02:28:00.472070","28.5316554","77.4075744","10","","Egg farms Noida, India","https://waywewere.net/contact-us/","https://www.youtube.com/channel/UCzZaavrMrVZkOPEsTxMAzbw, https://www.facebook.com/TheWayWeWereA2Milk/, https://www.instagram.com/thewaywewerea2milk/"
"2","Non Meal","http://www.nonmeal.com/","5","woocommerce","nonmeal24@gmail.com","nonmeal24","","nonmeal24","","23, City Station Rd, Surajpole, Ganesh Ghati, Udaipur, Rajasthan 313001","","+91 9829277040, +91 9829244560, +91 76655 71888","2021-11-24T02:27:59.995938","24.578059099999997","73.6973795","6","1","Chicken hatchery Udaipur, India","http://nonmeal.com/contact-us/",""
"2","FarmFreshPicks Meat Stall","http://www.farmfreshpicks.com/","3.3","woocommerce","trichyfarmfresh@gmail.com","trichyfarmfresh","","trichyfarmfresh","","60","063858 56935","+91 88254 52535, 8825452535, 6385856935, +91 63858 56935","2021-11-24T02:27:59.731685","10.8531401","78.7006976","2","3","Egg farms Tiruchirappalli, India","",""
"2","Haryana Dairy","http://www.vitaindia.org.in/","3.3","unknown","vitaindia@gmail.com","Vita","India","Vita India","","27 Feet Road,, Church Wali Gali, Dabua Colony, Sector 50, Faridabad, Haryana 121001","098731 14869","0172-2587507","2021-11-24T02:28:12.871139","28.3787521","77.2819655","3","8","Egg farms Faridabad, India","https://www.vitaindia.org.in/contact-us",""
"2","VASUDEV FARM","https://www.vaasudevfarms.com/","","wix","vaasudevfarm@gmail.com","vaasudevfarm","","vaasudevfarm","","Unnamed Road, Haryana 122004","","9999982012","2021-11-24T02:27:57.718161","28.3775144","76.99461389999999","12","","Egg farms Gurgaon, India","https://www.vaasudevfarms.com/contact","https://www.instagram.com/vaasudevfarm/"
"2","Eggriculture","http://www.eggriculture.in/","4.2","wix","sales@eggriculture.in","Sales","","Sales","","80, Bhapsi, Tarna Rd, Umred, Maharashtra 441203","093243 73634","+91 9324373634","2021-11-24T02:28:02.795628","20.852454400000003","79.3574438","2","25","Egg farms Pali, India","","https://www.facebook.com/eggriculture, https://instagram.com/eggriculture.in"
"2","Pondy Basket","https://pondybasket.com/","","woocommerce","contact@pondybasket.com","contact","","contact","","No.1, Ayyanar Koil St, Sivalingapuram, Pudupalaiyam, Ariyankuppam, Puducherry 605007","090800 92487","+91 90800 92487, 1784144567, 90800 92487, 908 009 2487, 984 230 9798, (9080) 092 487","2021-11-24T02:27:56.549299","11.9346412","79.8155637","5","","Egg farms Pondicherry, India","https://pondybasket.com/contact/","https://www.instagram.com/pondybasket/, https://www.instagram.com/17841445678639103/, https://www.youtube.com/channel/UCy6u-ARZUW4BJLTpDY5HFlA, https://twitter.com/basketpondy, @basketpondy, https://www.facebook.com/Pondy-Basket-103455028358924"
"2","Pondy Basket","https://pondybasket.com/","","woocommerce","info@pondybasket.com","info","","info","","No.1, Ayyanar Koil St, Sivalingapuram, Pudupalaiyam, Ariyankuppam, Puducherry 605007","090800 92487","+91 90800 92487, 1784144567, 90800 92487, 908 009 2487, 984 230 9798, (9080) 092 487","2021-11-24T02:27:56.549299","11.9346412","79.8155637","5","","Egg farms Pondicherry, India","https://pondybasket.com/contact/","https://www.instagram.com/pondybasket/, https://www.instagram.com/17841445678639103/, https://www.youtube.com/channel/UCy6u-ARZUW4BJLTpDY5HFlA, https://twitter.com/basketpondy, @basketpondy, https://www.facebook.com/Pondy-Basket-103455028358924"
"2","Pondy Basket","https://pondybasket.com/","","woocommerce","ranbazhagane@gmail.com","Ran","Bazhagane","Ran Bazhagane","","No.1, Ayyanar Koil St, Sivalingapuram, Pudupalaiyam, Ariyankuppam, Puducherry 605007","090800 92487","+91 90800 92487, 1784144567, 90800 92487, 908 009 2487, 984 230 9798, (9080) 092 487","2021-11-24T02:27:56.549299","11.9346412","79.8155637","5","","Egg farms Pondicherry, India","https://pondybasket.com/contact/","https://www.instagram.com/pondybasket/, https://www.instagram.com/17841445678639103/, https://www.youtube.com/channel/UCy6u-ARZUW4BJLTpDY5HFlA, https://twitter.com/basketpondy, @basketpondy, https://www.facebook.com/Pondy-Basket-103455028358924"
"2","AG country egg shop","https://anushaw1995.wixsite.com/ageggshop","5","wix","anushaw1995@gmail.com","Anush","","Anush","","Dheeran Nagar, Karumandapam, Tiruchirappalli, Tamil Nadu 620009","","7904162277","2021-11-24T02:27:59.730393","10.792714199999999","78.6531038","9","2","Egg farms Tiruchirappalli, India","","https://instagram.com/ag_egg_shop?igshid=rrd8mn8hdd9m"
"2","Jaipur Eggbazar","http://www.jaipureggbazar.com/","5","woocommerce","jaipureggbazar@gmail.com","Jai","","Jai","","","098285 65695","1800-889-105, 91-81048655, 9828565695","2021-11-24T02:27:56.554898","26.915432499999998","75.7308889","9","14","Egg farms Jaipur, India","https://jaipureggbazar.com/contact-us/",""
"2","VASUDEV FARM","https://www.vaasudevfarms.com/","","wix","vaasudevfarm@gmail.com","vaasudevfarm","","vaasudevfarm","","Sector 71, Gurugram, Haryana 122004","","9999982012","2021-11-24T02:27:57.717215","28.4103693","77.028145","20","","Egg farms Gurgaon, India","https://www.vaasudevfarms.com/contact","https://www.instagram.com/vaasudevfarm/"
